"","observed","mean.simulated","lowCI","uppCI","sign"
"K00001",42.8322534382524,41.5119930407337,38.7958635529261,42.7219844775818,"GENERALIST"
"K00002",35.8704734158776,33.9957558935999,27.758960217092,39.4305876801055,"NON SIGNIFICANT"
"K00003",42.5826407803417,40.9011854615494,37.378847599216,42.7237928422668,"NON SIGNIFICANT"
"K00004",42.3145240793089,39.4748381257543,34.5920939982865,42.6275855814863,"NON SIGNIFICANT"
"K00005",28.736743420046,34.1774831741223,27.8166772572215,39.8864547763215,"NON SIGNIFICANT"
"K00006",13.9799196787149,26.1564500023158,20.1979273199948,31.6135216952573,"SPECIALIST"
"K00008",41.2707437085026,40.237946053915,36.0909776835306,42.6697621148585,"NON SIGNIFICANT"
"K00009",35.4606799139415,35.0414038314121,28.8727436381026,40.3474715092827,"NON SIGNIFICANT"
"K00010",42.023229416545,39.4830492579275,35.0761350654555,42.6083050954927,"NON SIGNIFICANT"
"K00011",40.4939887261776,33.5659286489682,27.2814824284916,38.828695019796,"GENERALIST"
"K00012",41.7174686926691,41.3084554327053,38.0490335858341,42.7618834770615,"NON SIGNIFICANT"
"K00013",42.3447849037959,40.3325243419488,36.6075248328661,42.6966385287201,"NON SIGNIFICANT"
"K00014",42.3779705378518,40.1861374510199,36.3864727626259,42.6497433900715,"NON SIGNIFICANT"
"K00015",42.7186041759769,40.0665901931742,35.77690449698,42.652440667461,"GENERALIST"
"K00016",37.7783422953404,38.1917536658672,33.027430688525,42.40918140433,"NON SIGNIFICANT"
"K00018",42.0944432410666,38.7188809394021,33.9797805616021,42.4845424961963,"NON SIGNIFICANT"
"K00019",41.8793356612955,39.4868874097696,34.8192546199823,42.5809583702955,"NON SIGNIFICANT"
"K00020",42.3185613129256,41.3790834026982,38.3882617143333,42.760853030443,"NON SIGNIFICANT"
"K00021",37.3267236078181,37.9942293962682,32.3768793708206,42.1253850455379,"NON SIGNIFICANT"
"K00022",40.0571497136369,35.1294752160563,29.1523277170683,40.6335116755525,"NON SIGNIFICANT"
"K00023",42.1760290201973,39.3082446683184,34.535935613774,42.5905972371957,"NON SIGNIFICANT"
"K00024",43.19779825944,40.6563979737255,36.7417660833496,42.7103702946798,"GENERALIST"
"K00025",10.7756097560976,18.5070625107778,12.9181286549708,23.752688172043,"SPECIALIST"
"K00027",41.8097741075133,40.8860676429186,37.3684307403061,42.7059076219934,"NON SIGNIFICANT"
"K00028",22.9576821351286,28.2425707795359,22.0653096553947,33.7281446369763,"NON SIGNIFICANT"
"K00029",42.375947870692,39.5530384068594,35.0440664818536,42.6263420036978,"NON SIGNIFICANT"
"K00030",41.8783739349533,40.3127772740062,36.3711765502272,42.671019074973,"NON SIGNIFICANT"
"K00031",43.6630935607396,41.0373656278352,37.5430322116578,42.7248413758522,"GENERALIST"
"K00032",35.5831599863392,33.0344494808263,26.8820687450007,38.5991736376801,"NON SIGNIFICANT"
"K00033",41.815695228405,41.0146399886759,37.5268568163504,42.7059748603307,"NON SIGNIFICANT"
"K00034",39.4449098542904,38.5816474235328,33.6044930155869,42.231272770717,"NON SIGNIFICANT"
"K00035",35.8987515933877,32.8284799125405,26.019263938669,38.6573707715131,"NON SIGNIFICANT"
"K00036",42.0388618377742,41.9479348668734,39.6175271583831,42.7876228729286,"NON SIGNIFICANT"
"K00037",9.30079597821533,25.4225103891006,19.0223685510374,30.8841037790136,"SPECIALIST"
"K00038",41.7799445263979,37.5477529514624,32.0306024060555,41.9089020644156,"NON SIGNIFICANT"
"K00039",31.9944789737077,33.6683021830405,27.6161158217233,38.8953094230707,"NON SIGNIFICANT"
"K00040",37.0195114542708,37.1933531599366,31.3616952749216,41.6660961411668,"NON SIGNIFICANT"
"K00041",26.010555803904,32.2098181552906,25.9783572917334,38.0352881160322,"NON SIGNIFICANT"
"K00042",40.5530154689515,37.7654598649122,32.6075080045631,42.1664801206563,"NON SIGNIFICANT"
"K00043",35.0238054988208,33.0097588315256,26.7289747079384,38.7599924588965,"NON SIGNIFICANT"
"K00045",34.6239034188066,35.0578151814327,28.9087154930074,40.2440000890553,"NON SIGNIFICANT"
"K00046",42.1398729920098,39.2651991787086,35.044129043734,42.5857842636892,"NON SIGNIFICANT"
"K00048",34.2890311686484,32.0187495576336,25.5955007842674,37.9732075191799,"NON SIGNIFICANT"
"K00049",30.2846445789312,31.3762369628136,24.9825716166398,37.4829573749679,"NON SIGNIFICANT"
"K00050",23.845749486653,30.3404247532329,24.0229374026922,36.1008334531547,"SPECIALIST"
"K00052",42.7911446063286,40.8504714758721,37.2980173470873,42.7336427288253,"GENERALIST"
"K00053",43.6142625098475,40.8845770147291,37.4532519759423,42.7104451322887,"GENERALIST"
"K00054",37.1391844902898,35.3438491060242,29.5837922725634,40.4099613037206,"NON SIGNIFICANT"
"K00055",41.0941108481494,37.6924099014968,32.3385367515579,42.1250637763362,"NON SIGNIFICANT"
"K00057",42.0126093800418,39.975780294143,35.5874446749759,42.6544415123291,"NON SIGNIFICANT"
"K00058",42.5119412025913,41.8686375196806,39.3073697457799,42.7700156002009,"NON SIGNIFICANT"
"K00059",42.1652244201037,42.2355558132487,40.3270761728226,42.7502356839702,"NON SIGNIFICANT"
"K00060",42.1708503293979,39.1896784583679,34.4262278492038,42.5602779402936,"NON SIGNIFICANT"
"K00061",11.4201063192844,31.2714635756414,24.8887712052406,36.8140486061825,"SPECIALIST"
"K00064",40.896234773683,37.211210407821,31.53607621032,41.4570110201449,"NON SIGNIFICANT"
"K00065",42.5521721060049,38.5977307122695,33.7992258335436,42.4842039321373,"GENERALIST"
"K00066",38.8573848894958,37.1203573273395,31.6960535807851,41.6341298513853,"NON SIGNIFICANT"
"K00067",41.4984066401564,39.91425593965,35.9314241826349,42.6006602089973,"NON SIGNIFICANT"
"K00068",31.9539637865524,36.8176789502987,31.457954546999,41.2906406954445,"NON SIGNIFICANT"
"K00069",14.7330950679056,29.4200958781444,23.331729970179,35.4882920110193,"SPECIALIST"
"K00070",33.790035637015,34.6106608381629,28.3210961345121,39.9668314000107,"NON SIGNIFICANT"
"K00073",42.0706925527671,37.4273567894209,32.3049305614882,41.8734338019412,"GENERALIST"
"K00074",42.2898232173883,41.2694470970135,38.0030255397025,42.7516167001008,"NON SIGNIFICANT"
"K00075",42.4672602770714,40.3325545467898,36.4457519900307,42.657743767743,"NON SIGNIFICANT"
"K00076",40.7545282801858,36.1824878388646,30.7409743993244,40.8761450527213,"NON SIGNIFICANT"
"K00077",41.878631267703,40.6573814252593,36.8581842920878,42.7129012553193,"NON SIGNIFICANT"
"K00078",7.78052223006352,29.0551278305636,22.6003384499452,34.8066298342541,"SPECIALIST"
"K00079",22.7348026652998,31.6452007164913,25.6642053585886,37.0008881977205,"SPECIALIST"
"K00081",17.4193932183224,29.4276336967912,23.5225186544247,35.0900641291098,"SPECIALIST"
"K00082",40.2571188159189,38.6435917801529,33.6781621062487,42.5201456843185,"NON SIGNIFICANT"
"K00083",30.1727994979605,33.1467878323387,26.648587085904,38.7034733247748,"NON SIGNIFICANT"
"K00086",38.0668701649051,35.5385653073194,29.8411994741379,40.8308299250337,"NON SIGNIFICANT"
"K00087",42.8283527920101,39.0913745545212,34.2243874553061,42.5704257922521,"GENERALIST"
"K00088",42.185013119249,41.4703583137174,38.5799309161151,42.7300854821403,"NON SIGNIFICANT"
"K00090",38.1020816474253,34.0414918001762,28.0394304838613,39.2782327812729,"NON SIGNIFICANT"
"K00091",42.2854355710162,39.6982687597842,34.7413190245605,42.6200424623121,"NON SIGNIFICANT"
"K00094",8.3778364116095,27.5396352361331,21.6863114754098,32.8704167605317,"SPECIALIST"
"K00096",40.9857114913231,36.836338432108,31.5734879737469,41.4476280183348,"NON SIGNIFICANT"
"K00097",42.9356534152818,39.1821227001327,34.3937558514103,42.5619089894892,"GENERALIST"
"K00098",33.5530753564155,34.7901690365826,28.2773217551373,40.0834315733095,"NON SIGNIFICANT"
"K00099",42.1860327121814,40.7409689806424,36.691913112207,42.6839833251702,"NON SIGNIFICANT"
"K00100",6.20606060606061,20.6795256979189,15.3956233868253,26.2564102564103,"SPECIALIST"
"K00101",41.2655755463022,40.4797778555738,36.7682027218785,42.6881199949316,"NON SIGNIFICANT"
"K00102",42.106182540385,40.0371460032846,35.8681008427167,42.6622511074664,"NON SIGNIFICANT"
"K00103",36.2130838282746,37.7222734088796,32.3000592949065,42.0906994922592,"NON SIGNIFICANT"
"K00104",42.3311725547661,41.1057049166341,37.886960161655,42.7311455160071,"NON SIGNIFICANT"
"K00105",17.5494610163273,34.3197612877211,28.3929790564168,39.7640200181966,"SPECIALIST"
"K00106",31.5638015763995,34.1089557037971,28.1100304147206,39.5026019839621,"NON SIGNIFICANT"
"K00108",42.6318889546528,41.3594905681695,38.3787654574041,42.7207295173689,"NON SIGNIFICANT"
"K00109",37.4285968191192,36.5205484540402,30.7153856336538,41.3263135496876,"NON SIGNIFICANT"
"K00111",41.9568476989567,40.9366812164929,37.2997640157565,42.7276025385456,"NON SIGNIFICANT"
"K00112",26.9674800803132,35.6084498028185,29.6711112888846,40.7943476040486,"SPECIALIST"
"K00113",39.1449372946844,37.1275579441285,31.3922552574849,41.5905380578743,"NON SIGNIFICANT"
"K00114",42.5056797346124,41.8620207700788,39.4192674745219,42.7649542939506,"NON SIGNIFICANT"
"K00115",19.9106790217226,29.5280564072374,23.2512606304071,35.5608634315506,"SPECIALIST"
"K00116",40.3495203713121,36.0653973761126,30.5336379966333,40.6082192042851,"NON SIGNIFICANT"
"K00117",40.5215338857608,41.8152455814462,39.4550585944465,42.7393325477772,"NON SIGNIFICANT"
"K00118",41.2718751635621,36.4236254082537,30.5041880460151,41.3619520297995,"NON SIGNIFICANT"
"K00121",42.3129173580034,40.7633422025339,37.0991879035483,42.6987590895174,"NON SIGNIFICANT"
"K00122",41.9902591245259,40.718789540268,36.8601618714787,42.7329504409044,"NON SIGNIFICANT"
"K00123",42.9111499990914,42.1785007175993,40.0603941685698,42.7483411837916,"GENERALIST"
"K00124",41.9117357472981,40.2983746758008,36.4592950680137,42.6658984276908,"NON SIGNIFICANT"
"K00125",2.07430367287735,31.899330773157,25.5366186922655,37.6592484834663,"SPECIALIST"
"K00126",40.8690133862172,33.7738955553808,27.3440926680841,39.4269355703815,"GENERALIST"
"K00127",42.1360264724555,38.3379756056202,33.0232114121393,42.4369956306131,"NON SIGNIFICANT"
"K00128",41.8783544535879,42.1046372741956,39.9951729856152,42.7673799880593,"NON SIGNIFICANT"
"K00129",39.1319477887819,35.6303028453601,29.7434000074534,40.6787980463462,"NON SIGNIFICANT"
"K00130",42.0129036014136,40.9792270038978,37.7237164886384,42.7170183304525,"NON SIGNIFICANT"
"K00131",33.9306337820576,35.2716145510333,29.4467416696698,40.3229160322623,"NON SIGNIFICANT"
"K00132",40.5108424010021,37.3747402629609,31.5948473993412,41.8568462905676,"NON SIGNIFICANT"
"K00133",42.5717738928773,40.7181023959918,37.0339133954565,42.7175395439716,"NON SIGNIFICANT"
"K00134",42.3057015870343,41.325197119475,38.1582929449882,42.7208182593899,"NON SIGNIFICANT"
"K00135",42.5238180069579,41.6576614785998,39.0766544501372,42.7795215846655,"NON SIGNIFICANT"
"K00137",41.5945025663019,39.423261837324,34.5725916326118,42.5888321407626,"NON SIGNIFICANT"
"K00138",41.4448211303219,38.9605933999221,33.9567897174838,42.4388939329024,"NON SIGNIFICANT"
"K00139",16.372389041218,30.5880101838617,24.4282579090956,36.3940854291186,"SPECIALIST"
"K00140",42.4844120739504,41.1444009036742,37.9968824640177,42.7393303896837,"NON SIGNIFICANT"
"K00141",37.3094346073236,37.6521721979777,32.7905395019346,41.8608737945657,"NON SIGNIFICANT"
"K00142",18.7360231357351,31.4421655838315,25.011687499053,37.3809672810444,"SPECIALIST"
"K00143",26.4083204684163,32.1652477481045,26.018102071007,37.9006218788583,"NON SIGNIFICANT"
"K00145",42.176809211362,40.0119106632106,35.7962941470894,42.6033230269828,"NON SIGNIFICANT"
"K00146",40.2889807694381,36.6504186269006,31.2444298452038,41.300703470337,"NON SIGNIFICANT"
"K00147",42.7636280524742,39.771708234318,35.3752607117691,42.6396410106963,"GENERALIST"
"K00148",39.2312205905119,38.3185372645663,33.4462297282453,42.2794189215396,"NON SIGNIFICANT"
"K00149",13.2733479325003,28.1274562771496,22.0020309460858,33.9749772816168,"SPECIALIST"
"K00150",33.777543396113,35.9116941648477,30.1104917965484,40.5319447607662,"NON SIGNIFICANT"
"K00151",33.0300647661104,35.2231978467967,29.3118619711334,40.5131025937638,"NON SIGNIFICANT"
"K00153",39.9674014895598,37.7142870958671,32.7996150819626,41.7347809859255,"NON SIGNIFICANT"
"K00154",35.9290327127533,36.3743743565661,30.2900961667083,40.9784570920828,"NON SIGNIFICANT"
"K00156",26.3345239041944,39.8399059729473,35.715156548501,42.6391384176233,"SPECIALIST"
"K00157",22.6066536203523,25.4409434117286,19.9507807754154,30.8897707559748,"NON SIGNIFICANT"
"K00158",40.7370150180295,35.758866703348,29.5972446845876,40.9052278899254,"NON SIGNIFICANT"
"K00161",42.4120333571264,41.79245309585,39.3936921232968,42.7665838824422,"NON SIGNIFICANT"
"K00162",42.4796892030823,41.686229986282,38.834982202405,42.7660180160101,"NON SIGNIFICANT"
"K00163",43.1092384357697,41.7069519901059,39.1129118508865,42.7672096033956,"GENERALIST"
"K00164",42.6955125286247,42.0619452576724,39.9348901257144,42.7625056837938,"NON SIGNIFICANT"
"K00166",38.3933428308901,37.6507730036607,32.1744921313334,42.0098331353432,"NON SIGNIFICANT"
"K00167",42.1341539445096,39.7163199593823,35.366877155914,42.588864707523,"NON SIGNIFICANT"
"K00169",40.5051132473092,39.3914700709107,34.8672115933344,42.6046836740175,"NON SIGNIFICANT"
"K00170",40.7903182922416,38.554321491577,33.4825835208068,42.4330591788186,"NON SIGNIFICANT"
"K00171",38.2996450656976,38.0014037685204,32.9624317910767,42.3014147676393,"NON SIGNIFICANT"
"K00172",39.7605022582755,36.8133483529924,31.2056441447079,41.4358316264096,"NON SIGNIFICANT"
"K00174",42.5192897518109,41.6222450369263,39.0594144602173,42.7583404876792,"NON SIGNIFICANT"
"K00175",43.0289493888728,40.9739851677322,37.2871044649518,42.7019653424991,"GENERALIST"
"K00176",26.1398502626845,33.1583077381871,26.9189960032655,38.6382678563763,"SPECIALIST"
"K00177",32.0312316277507,33.8232079124536,27.6337252736035,39.3079397427453,"NON SIGNIFICANT"
"K00179",40.6506310560347,38.7281609318628,34.0472899175773,42.4530842949322,"NON SIGNIFICANT"
"K00180",41.1460477137003,36.5029597373649,30.7301058745127,41.2897825830426,"NON SIGNIFICANT"
"K00183",31.6075617944927,33.5029572410595,27.2150289114499,39.1980768786085,"NON SIGNIFICANT"
"K00184",41.1592089871938,40.6613542642581,36.7545582573298,42.6831365642421,"NON SIGNIFICANT"
"K00185",42.4997097318626,40.3191972043743,36.2430345622168,42.6560072382242,"NON SIGNIFICANT"
"K00186",10.4849884701886,33.1702280496472,26.4917048057753,38.7300381265173,"SPECIALIST"
"K00187",6.89302464012186,33.6253143061682,26.9601056987238,39.3985760072204,"SPECIALIST"
"K00188",7,6.05406924303766,3.76923076923077,7,"NON SIGNIFICANT"
"K00194",33.584244839012,34.5745928630202,28.4078176492328,39.5318303071609,"NON SIGNIFICANT"
"K00196",16.4727355692448,28.6900024487129,22.3458500533201,34.8308558224422,"SPECIALIST"
"K00197",31.0930116754538,34.2243616515028,28.2546486253974,39.5696099026675,"NON SIGNIFICANT"
"K00198",9.01047223868801,28.0960799791327,21.6215466269567,34.0078718612373,"SPECIALIST"
"K00200",42.9447940105805,38.4296086772411,33.1591647539229,42.3738185036933,"GENERALIST"
"K00201",42.280865146003,37.5846977574898,32.1324931157167,42.4038203987811,"NON SIGNIFICANT"
"K00202",42.2977353895676,36.5402873185975,30.9935863654214,41.4315599590177,"GENERALIST"
"K00203",32.1060568851021,32.7261894867454,26.5236561098282,38.5871397420342,"NON SIGNIFICANT"
"K00207",38.3765758196554,34.5873364836662,28.4985082593837,40.2280861137954,"NON SIGNIFICANT"
"K00208",42.8407643578033,40.6017078724541,37.1451603985677,42.681911854347,"GENERALIST"
"K00209",28.8352848621445,33.9662403375497,27.7550245392916,39.865582912644,"NON SIGNIFICANT"
"K00210",42.005985692395,38.7226418108348,33.9712864300247,42.5393177121324,"NON SIGNIFICANT"
"K00211",10.7989142236699,26.9684162438465,21.2585324620321,32.7401464399238,"SPECIALIST"
"K00213",29.9983138634098,33.0978067909905,26.9240188295365,38.7439183115793,"NON SIGNIFICANT"
"K00214",10.2727802037846,29.4427808800408,22.8053219663851,35.2050363085068,"SPECIALIST"
"K00215",41.9714912506971,39.7550106652078,35.2962171363257,42.6027850930552,"NON SIGNIFICANT"
"K00216",35.7557793438721,33.8988596750564,27.5682012941887,39.2133537582912,"NON SIGNIFICANT"
"K00217",38.9861696151545,36.944604960412,31.0547447551216,41.5209253402617,"NON SIGNIFICANT"
"K00218",36.4118939673126,34.7034053481808,28.1489255829828,40.1302531402895,"NON SIGNIFICANT"
"K00219",41.6664448770843,38.6655140175826,33.95546588903,42.3768974122295,"NON SIGNIFICANT"
"K00220",20.656555746766,33.0028800765243,27.1232364631396,38.5987753680627,"SPECIALIST"
"K00221",16.4246799978601,33.4607202545778,27.3859247708712,38.7202644827849,"SPECIALIST"
"K00222",18.1846471551663,31.7186407346369,25.3360086513987,37.5275213515592,"SPECIALIST"
"K00223",2.51592568937269,27.862370144961,22.0684802582465,33.8695327102804,"SPECIALIST"
"K00225",14.712158808933,27.075165233063,21.2335611401231,32.8790178240537,"SPECIALIST"
"K00226",38.5477517092511,39.8298293505969,35.5299569079547,42.5763169532832,"NON SIGNIFICANT"
"K00227",34.1366858585425,33.8692465467177,27.8117871636657,39.6118346183867,"NON SIGNIFICANT"
"K00228",43.2524295995995,37.6103817240485,32.4983628858943,41.9784010846434,"GENERALIST"
"K00230",38.3294293936691,37.3397466021036,31.5845799575367,41.7282887953567,"NON SIGNIFICANT"
"K00231",40.802547356251,39.4563229511798,34.7393003258757,42.5906393867965,"NON SIGNIFICANT"
"K00232",40.9218438774695,36.7884308281831,31.147985588385,41.4687541991451,"NON SIGNIFICANT"
"K00234",34.7855626326964,30.9748365902268,24.3096846381452,36.958388330408,"NON SIGNIFICANT"
"K00235",31.5504029192641,30.7055973852231,24.4358454837922,36.9530933117194,"NON SIGNIFICANT"
"K00236",16.0555555555556,16.5370744913095,11.7959183673469,21.4074074074074,"NON SIGNIFICANT"
"K00237",9.24019759184934,26.2844628405939,20.4008052582269,31.8055260361318,"SPECIALIST"
"K00239",43.1893222174545,42.0121738093624,39.7930216825369,42.7718759345976,"GENERALIST"
"K00240",42.9018662972365,41.3706848778805,38.4268122692713,42.7433248378726,"GENERALIST"
"K00241",42.4646338578141,39.9411644165896,35.5500234247275,42.6407463411967,"NON SIGNIFICANT"
"K00242",42.4394664368154,37.5438227385815,31.9495351504697,41.8113050602914,"GENERALIST"
"K00243",19.2243866000115,30.6248702637395,23.9292487824833,36.4831203792423,"SPECIALIST"
"K00244",40.2526653453893,38.12234228856,32.589026980848,42.3313716836423,"NON SIGNIFICANT"
"K00245",40.1032900147624,35.8612146200676,30.1384591533326,40.692833210503,"NON SIGNIFICANT"
"K00246",38.4371816968012,35.9858225837921,30.357179839023,40.9486128016298,"NON SIGNIFICANT"
"K00247",38.5885872480532,35.1397504815974,28.8826611166962,40.4413570881738,"NON SIGNIFICANT"
"K00248",42.6389487800527,41.47587976288,38.6491183341082,42.7551117509895,"NON SIGNIFICANT"
"K00249",42.7526614259433,42.1360644755557,40.1138551683726,42.7338577308667,"GENERALIST"
"K00252",41.9959702271339,40.6791883060553,36.9702279579309,42.7112444089315,"NON SIGNIFICANT"
"K00253",41.7137446837872,38.3108108435188,33.2060799125943,42.3400406186373,"NON SIGNIFICANT"
"K00254",42.0771719444784,38.6999505340521,33.3123399400566,42.5424224054044,"NON SIGNIFICANT"
"K00255",32.5732446884388,35.5325036900699,30.0385026313771,40.4580977940303,"NON SIGNIFICANT"
"K00256",41.0085621329793,38.3745353994466,33.0413711740706,42.3462744260852,"NON SIGNIFICANT"
"K00257",38.2726258099647,37.5817067004492,32.4917550822542,42.0225599310162,"NON SIGNIFICANT"
"K00259",41.9232842075756,40.504537262443,36.4797198898959,42.7109858305125,"NON SIGNIFICANT"
"K00260",40.2493930958452,35.7640891656498,30.1682915293115,40.8073304061707,"NON SIGNIFICANT"
"K00261",42.2994204531294,41.0380504604182,37.7333532161093,42.7520611406611,"NON SIGNIFICANT"
"K00262",39.8544719727167,38.1440162106684,33.094428195356,42.2643986320354,"NON SIGNIFICANT"
"K00263",39.0457671805107,38.4134201826125,33.0882888109773,42.4724704318435,"NON SIGNIFICANT"
"K00264",41.9245668658865,33.6352587287235,26.7331015204379,39.3432403065291,"GENERALIST"
"K00265",43.550854424964,42.1159780719104,40.178365205403,42.7389447431527,"GENERALIST"
"K00266",42.8293586640434,40.6854189395872,36.846134075455,42.7003271479227,"GENERALIST"
"K00270",22.6667303537573,32.4578534467443,25.896234305602,37.8474027162507,"SPECIALIST"
"K00271",35.2086081189697,36.265027091815,30.5915739437648,41.362337025086,"NON SIGNIFICANT"
"K00272",23.6088550602904,33.1915766817244,26.5314811653613,38.876472756986,"SPECIALIST"
"K00273",26.6151482269458,36.0306918364562,30.085558726132,41.0892250623889,"SPECIALIST"
"K00274",41.6623217199449,40.3595876609573,36.3291497652633,42.6864145425846,"NON SIGNIFICANT"
"K00275",41.5185230551456,39.491616249614,35.0040959825807,42.5700877302721,"NON SIGNIFICANT"
"K00276",40.072807721598,39.2956050585283,34.4245102461637,42.540452972459,"NON SIGNIFICANT"
"K00277",27.9391381273704,32.0641353549557,25.6771295921722,37.5893219018859,"NON SIGNIFICANT"
"K00278",40.8125566745891,40.0532207636006,35.8023331312065,42.6444381544581,"NON SIGNIFICANT"
"K00279",23.9782733081789,33.2228514285765,27.5806329950864,38.8171656802604,"SPECIALIST"
"K00280",20.8761520040638,30.9989151821494,24.3387124962088,36.9642394142938,"SPECIALIST"
"K00281",42.1624634232752,40.9514903069826,37.028405724638,42.7131626068897,"NON SIGNIFICANT"
"K00282",41.9204249774802,40.2017543251959,36.1630950091285,42.6924154167838,"NON SIGNIFICANT"
"K00283",42.4113561594259,40.5219434476131,36.4449675187816,42.6983516152169,"NON SIGNIFICANT"
"K00284",40.7413937392991,39.5455518895107,34.965506265816,42.613971877758,"NON SIGNIFICANT"
"K00285",42.3937258510939,39.0430721907775,33.7960404921399,42.5207476728555,"NON SIGNIFICANT"
"K00286",42.3901418726847,39.5675552362719,34.9323643607991,42.6246840304497,"NON SIGNIFICANT"
"K00287",41.792581983423,37.6613130099669,31.8585894058421,41.9041352431668,"NON SIGNIFICANT"
"K00288",32.5254453142246,34.6144667104921,28.4319921214613,39.9479710911265,"NON SIGNIFICANT"
"K00289",30.4818765513139,31.3142484675355,24.9571918993946,37.3533611534313,"NON SIGNIFICANT"
"K00290",41.9915415428175,39.4962581708345,34.7880985995431,42.5737722493616,"NON SIGNIFICANT"
"K00293",10.50625,22.2558903000842,16.726368159204,27.7851239669421,"SPECIALIST"
"K00294",42.18755545068,41.0192891885006,37.5384040002881,42.7220406864283,"NON SIGNIFICANT"
"K00295",1.39280575539568,18.2835003455406,12.7368421052632,23.0476190476191,"SPECIALIST"
"K00297",41.8575361065595,41.30105660457,38.2273093978331,42.7526595072389,"NON SIGNIFICANT"
"K00298",8.22857142857143,13.7042693660355,9.29032258064516,18,"SPECIALIST"
"K00299",35.1380826198961,36.653523878218,30.7164296960436,41.107807626488,"NON SIGNIFICANT"
"K00301",41.0480703740429,37.9794761762537,32.944492560474,42.2211025330644,"NON SIGNIFICANT"
"K00302",40.9838280378648,40.4773422903058,36.5529109108279,42.6736247116526,"NON SIGNIFICANT"
"K00303",42.0707333777574,40.8837496726113,37.4139411052855,42.701540589312,"NON SIGNIFICANT"
"K00304",39.3890942516648,36.3383430654708,30.681207168106,41.0580579023233,"NON SIGNIFICANT"
"K00305",38.4499490646945,37.4829446680799,32.2591504675698,41.9577368463246,"NON SIGNIFICANT"
"K00306",39.1625914474201,35.4945936795363,29.3626642817284,41.0436975966816,"NON SIGNIFICANT"
"K00308",12.2155227710071,27.8524537961748,21.8513532147419,33.6176885843581,"SPECIALIST"
"K00310",36.7197292350073,33.3685406797972,26.8689824984852,38.8348404697203,"NON SIGNIFICANT"
"K00311",42.8837633619029,40.9754198882255,37.316290346176,42.7036239543522,"GENERALIST"
"K00313",32.8412675224011,34.6204321137086,29.0698981399067,39.9797707757211,"NON SIGNIFICANT"
"K00314",38.2551270894058,33.9315964815429,27.2440889740056,39.6070431572481,"NON SIGNIFICANT"
"K00315",42.6165493250987,38.0691227970468,32.9908003740053,42.1729999635028,"GENERALIST"
"K00316",23.7678708306168,37.2450967836835,31.3592877517432,41.7194695921121,"SPECIALIST"
"K00317",41.1181085022227,39.2323760867046,34.5732681428418,42.5988501383799,"NON SIGNIFICANT"
"K00318",41.2028365580727,39.8546385344443,35.821457145755,42.5903915479755,"NON SIGNIFICANT"
"K00320",40.5753019029399,39.3896353221466,35.0275178662041,42.5785128274861,"NON SIGNIFICANT"
"K00322",40.3043815211426,38.9359571274641,33.8549216964058,42.4577251388204,"NON SIGNIFICANT"
"K00323",37.1217049535814,31.8495597722554,25.6818553876296,37.8287807817073,"NON SIGNIFICANT"
"K00324",42.7917814208639,40.9719746634254,37.7261883419601,42.7191180481301,"GENERALIST"
"K00325",43.0261275859883,41.2675391714538,38.0064565295243,42.7422555751467,"GENERALIST"
"K00326",23.9167287168032,32.2132643267313,25.9661488250264,38.2102477648206,"SPECIALIST"
"K00327",13.3861940969919,32.6128735408186,26.1399973120083,38.257859548546,"SPECIALIST"
"K00329",41.7520335359412,39.4638112170938,35.087137160802,42.6040814074555,"NON SIGNIFICANT"
"K00330",42.895897500357,39.8200769934316,35.7537640893013,42.6449009099164,"GENERALIST"
"K00331",43.1970950461048,40.7933492390653,37.1955283869595,42.6879174429312,"GENERALIST"
"K00332",41.9436115496887,40.2075894945819,36.4559215113069,42.6704721771317,"NON SIGNIFICANT"
"K00333",43.0478757763605,41.7478593449757,39.1861489365269,42.7608293042768,"GENERALIST"
"K00334",42.9279409007728,40.0720630721677,35.8351643674842,42.6836641004024,"GENERALIST"
"K00335",42.7011864851795,41.3593759954831,38.3214940025794,42.7164575441447,"NON SIGNIFICANT"
"K00336",42.5672280425312,41.7105401297345,39.0664457061042,42.7633685484632,"NON SIGNIFICANT"
"K00337",42.895038064583,41.5559660609587,38.6050726648735,42.74498684564,"GENERALIST"
"K00338",43.1341856468596,40.8191496488678,37.3231339556588,42.7286381121617,"GENERALIST"
"K00339",42.387359086141,39.815090889836,35.3218316172693,42.6475119714161,"NON SIGNIFICANT"
"K00340",42.5166171696626,39.3858893235535,34.6125295123815,42.6021691437811,"NON SIGNIFICANT"
"K00341",42.7759378492924,41.9596714859848,39.5622960243116,42.7589007910047,"GENERALIST"
"K00342",42.8095893940751,41.9220034748424,39.7778149024006,42.7515572470875,"GENERALIST"
"K00343",42.1855660523309,41.5143924510653,38.2993085296768,42.7359442898943,"NON SIGNIFICANT"
"K00344",41.4192257793226,41.7694713122771,39.2416320270819,42.7763541726464,"NON SIGNIFICANT"
"K00346",1.25671242048878,25.2512157407587,19.3684556472055,30.6182707993475,"SPECIALIST"
"K00347",42.6322993961161,39.0229328544532,34.3823863551942,42.5520553392517,"GENERALIST"
"K00348",1.39613526570048,19.3025835008188,14.0594594594595,24.7714285714286,"SPECIALIST"
"K00349",25.7574992425008,29.6195210758511,23.8626584587856,35.6978157784192,"NON SIGNIFICANT"
"K00350",1.04253393665158,18.7941090627189,13.3953488372093,24,"SPECIALIST"
