,observed,mean.simulated,lowCI,uppCI,sign
K00001,26.6521413,25.2795641,22.8126874,26.00008763,GENERALIST
K00003,26.2396204,24.91801758,22.27663027,26.02955643,GENERALIST
K00010,26.31741523,24.08496466,20.52752646,25.94886849,GENERALIST
K00015,26.81010688,24.40655992,20.92330566,25.98957768,GENERALIST
K00018,26.33920001,23.77498719,19.9532203,25.96021762,GENERALIST
K00024,26.15775706,24.68711691,21.72587725,25.96324552,GENERALIST
K00031,26.39512692,25.13742103,22.64229085,26.04861036,GENERALIST
K00052,26.31687206,24.93127096,22.25275283,26.00679305,GENERALIST
K00053,26.78073959,24.87967879,22.11226287,25.99682858,GENERALIST
K00055,26.08565912,23.15995145,19.17106133,25.90135686,GENERALIST
K00058,26.10435134,25.43554961,23.24582085,26.04576152,GENERALIST
K00065,26.23802382,23.572885,19.67079314,25.91577841,GENERALIST
K00073,26.46845061,23.14714209,19.06627697,25.90294604,GENERALIST
K00087,26.88931879,23.78860599,19.93519561,25.94303662,GENERALIST
K00096,25.93150668,22.58928037,18.25769276,25.8591246,GENERALIST
K00097,26.34594454,24.08139841,20.7198961,25.96359476,GENERALIST
K00102,26.17783076,24.39829408,21.17173373,25.96800868,GENERALIST
K00104,26.40521815,25.01368268,22.41864267,26.02507096,GENERALIST
K00114,26.23578113,25.45145308,23.15059503,26.03618268,GENERALIST
K00122,26.33957433,24.67123163,21.53217783,26.02061357,GENERALIST
K00123,26.16761439,25.66342949,24.18696136,26.01614317,GENERALIST
K00132,26.0093168,22.83983148,18.58104998,25.80040826,GENERALIST
K00158,25.65849264,22.10537483,17.69293339,25.55680153,GENERALIST
K00174,26.26070137,25.24000796,22.88259512,26.0390644,GENERALIST
K00175,26.69198688,24.83886598,21.97757165,26.02401829,GENERALIST
K00185,26.16668937,24.52210247,21.25838205,25.98848363,GENERALIST
K00200,26.40931123,23.58565967,19.79420269,25.92958799,GENERALIST
K00201,25.9986502,22.91883047,18.51119447,25.83283281,GENERALIST
K00208,26.30849948,24.73693811,21.56210438,26.00140376,GENERALIST
K00235,23.47890411,18.85565259,14.10731307,23.2124387,GENERALIST
K00239,26.35613626,25.53935347,23.79745376,26.00352985,GENERALIST
K00244,26.09849856,23.33286074,19.11657218,25.90582157,GENERALIST
K00245,26.65160979,21.98768131,17.75970635,25.80695236,GENERALIST
K00264,25.3362106,20.91372782,16.29443008,24.77771152,GENERALIST
K00265,26.49037198,25.58731115,24.08005695,26.01940049,GENERALIST
K00302,26.09424929,24.54661055,21.45113564,26.02865965,GENERALIST
K00303,26.2510965,24.81775107,21.72303106,26.07104763,GENERALIST
K00315,26.45183238,23.04310998,18.68620042,25.88416664,GENERALIST
K00330,26.26918333,24.30251778,21.08890194,25.95467381,GENERALIST
K00331,26.63952096,24.87281306,21.90380802,26.03031109,GENERALIST
K00333,26.5692196,25.34274602,23.09727182,26.04918172,GENERALIST
K00334,25.99685448,24.4103182,21.1249968,25.98053102,GENERALIST
K00337,26.51533804,25.24533666,23.04058946,26.02645174,GENERALIST
K00338,26.58145175,24.79580548,21.94689936,25.96293494,GENERALIST
K00340,26.23858574,23.89782815,20.09987724,25.96703638,GENERALIST
K00341,26.20627349,25.49570846,23.40260773,26.04559139,GENERALIST
K00342,26.26972062,25.45748122,23.49922744,26.01904721,GENERALIST
K00356,26.47167025,22.02462991,17.58430594,25.65843562,GENERALIST
K00384,26.09626917,25.62244781,24.24036482,26.02246719,GENERALIST
K00387,26.71421774,23.4225902,19.27057939,25.90755237,GENERALIST
K00390,26.23589042,24.45040365,21.21248277,25.96248225,GENERALIST
K00394,26.11419504,23.03625397,18.98695745,25.87330373,GENERALIST
K00395,26.61997852,21.88128598,17.37899373,25.53575744,GENERALIST
K00404,25.97316834,24.16370263,20.66272866,25.96057759,GENERALIST
K00407,25.34796972,20.86771979,15.788269,24.72713677,GENERALIST
K00410,26.81908783,23.97355971,20.35456216,25.99631171,GENERALIST
K00425,26.428939,25.24252125,22.70943089,26.05710423,GENERALIST
K00428,26.18516406,24.4882238,21.5488198,25.96793027,GENERALIST
K00433,26.14301899,24.48303599,21.14305153,26.01444131,GENERALIST
K00450,26.56496471,24.07291791,20.49674052,25.94167134,GENERALIST
K00457,26.15226991,24.79012363,21.86740009,26.0070917,GENERALIST
K00483,26.00268543,24.53714175,21.52209489,25.9572846,GENERALIST
K00494,25.95533241,21.83957991,17.23812059,25.6357731,GENERALIST
K00518,26.3230334,22.51834791,18.07656803,25.82715681,GENERALIST
K00525,26.75880008,25.65037356,24.20100836,26.01958508,GENERALIST
K00544,26.45037931,23.27459006,19.43979448,25.90613383,GENERALIST
K00549,26.36962537,25.56140743,23.56599219,26.00213172,GENERALIST
K00557,26.25055706,22.88855515,18.73462117,25.86783159,GENERALIST
K00570,26.96063725,23.44360141,19.54730208,25.9096468,GENERALIST
K00596,26.04622966,23.04511787,18.66525984,25.90960009,GENERALIST
K00600,26.11019444,25.08085306,22.53582333,25.99550048,GENERALIST
K00605,26.15575577,25.20864847,22.71910548,26.0445413,GENERALIST
K00611,26.04513333,24.72420962,21.74486935,26.01066967,GENERALIST
K00612,26.10421912,24.77306764,22.0006941,26.04227864,GENERALIST
K00625,26.30610499,23.57431436,19.61429543,25.91496308,GENERALIST
K00635,25.98504557,24.04951045,20.45687132,25.93556917,GENERALIST
K00640,26.46071935,23.9348722,20.44775565,25.94686086,GENERALIST
K00643,25.9441993,23.65681968,19.77012129,25.92359652,GENERALIST
K00647,26.07335717,23.90440372,20.14891646,25.93113976,GENERALIST
K00672,25.93393566,22.84254808,18.23289924,25.89126314,GENERALIST
K00684,26.06089112,23.67587487,19.88457464,25.97151779,GENERALIST
K00688,26.10132425,25.33710198,23.05367531,26.02795585,GENERALIST
K00690,25.85457125,22.33212721,17.99088236,25.81969108,GENERALIST
K00769,26.42864976,22.01258642,17.40628111,25.70381828,GENERALIST
K00772,26.40358858,24.4433381,21.1964112,25.98558241,GENERALIST
K00795,26.5035108,23.64514677,20.02365677,25.92315554,GENERALIST
K00797,26.32918023,24.6912323,21.68138547,26.05796141,GENERALIST
K00809,26.08357855,23.64985509,19.77759753,25.94655493,GENERALIST
K00822,26.43229431,23.66693766,19.76369849,25.92890449,GENERALIST
K00823,26.42226037,24.60151347,21.58368727,26.00441433,GENERALIST
K00824,26.43092272,23.2321626,19.35776621,25.93646341,GENERALIST
K00830,26.24104491,24.51614869,21.28927667,25.95684863,GENERALIST
K00831,26.25507018,24.32539827,20.94129449,25.97938116,GENERALIST
K00867,26.19939119,23.46565067,19.65496185,25.9108083,GENERALIST
K00868,26.24278034,23.01145447,18.90267625,25.9146027,GENERALIST
K00901,26.34637808,22.46895067,18.08521096,25.77557855,GENERALIST
K00903,26.0835336,21.21206872,16.50608894,25.06844693,GENERALIST
K00930,26.17138452,24.46412052,20.94930495,25.95984839,GENERALIST
K00937,26.37562911,25.28851607,22.85624885,26.01624587,GENERALIST
K00948,26.12780078,25.07993846,22.48656323,26.00432764,GENERALIST
K00951,26.16453912,25.50336551,23.57123634,26.03816377,GENERALIST
K00962,26.54257719,25.53504639,23.6554699,26.03640397,GENERALIST
K00971,26.05949396,24.23005578,20.55485577,25.9686616,GENERALIST
K00975,26.61793697,24.69546753,21.73099824,25.9879832,GENERALIST
K01004,26.52271563,22.86140808,18.50552726,25.88747401,GENERALIST
K01006,26.45974884,25.45848074,23.55687495,26.02594679,GENERALIST
K01029,25.98447005,23.72627528,20.01050612,25.94115035,GENERALIST
K01039,26.34355638,24.21836575,20.77325409,25.97618314,GENERALIST
K01040,26.50256181,23.93805225,20.15493657,25.95278241,GENERALIST
K01046,26.29262009,23.28300119,19.36720426,25.93985878,GENERALIST
K01048,26.39234364,23.08218571,19.15083021,25.86704517,GENERALIST
K01053,26.46125367,24.87392027,22.08934414,26.02772645,GENERALIST
K01069,26.2273887,24.7721485,21.78395379,25.97543443,GENERALIST
K01075,26.36453826,22.91804488,18.88018193,25.87667284,GENERALIST
K01091,26.00265882,24.35560176,21.02011576,25.95146321,GENERALIST
K01113,27.15888614,24.97240681,22.30721667,26.02801573,GENERALIST
K01142,26.14393416,24.68568776,21.63059389,26.00459252,GENERALIST
K01173,26.14956784,23.36307336,19.28060142,25.94405558,GENERALIST
K01210,26.20118206,23.13153927,18.91123089,25.89509875,GENERALIST
K01251,26.33704136,25.32661941,22.86714745,26.04779997,GENERALIST
K01253,26.65403443,24.05664194,20.45826526,25.94236777,GENERALIST
K01266,26.76064994,24.25604615,20.96242417,25.98756975,GENERALIST
K01286,26.0595247,25.0466094,22.34514781,26.05506498,GENERALIST
K01338,26.58964148,25.69905003,24.43452457,26.00702129,GENERALIST
K01354,26.21409904,24.4798881,21.34104147,25.97605328,GENERALIST
K01358,26.16966183,25.24745076,23.04487736,26.03324234,GENERALIST
K01406,26.04467398,24.10148765,20.45457324,25.96531821,GENERALIST
K01428,27.09081708,24.14166593,20.80382807,25.94880739,GENERALIST
K01429,27.01906841,21.75893431,17.14992778,25.57929516,GENERALIST
K01430,26.58994592,22.04587825,17.88297842,25.69555899,GENERALIST
K01431,26.34605008,23.34840011,19.30160902,25.96738071,GENERALIST
K01432,26.54950216,23.18858901,19.24067322,25.91045855,GENERALIST
K01436,26.77516939,24.36439334,20.95784853,26.02061212,GENERALIST
K01450,26.52848295,22.69212323,18.45388491,25.86192239,GENERALIST
K01455,26.00419561,23.60404572,19.66950803,25.94954603,GENERALIST
K01458,26.00018096,23.19645465,19.16243855,25.89171437,GENERALIST
K01461,26.25840667,22.26126099,18.13439436,25.75250285,GENERALIST
K01464,26.19027976,24.92527158,22.37781621,26.01567354,GENERALIST
K01465,26.31167282,25.28393792,23.09700305,26.01141043,GENERALIST
K01466,26.16627812,23.60838194,19.70073886,25.96602137,GENERALIST
K01469,26.57263448,24.93088557,22.18162012,26.01627837,GENERALIST
K01470,26.41159163,24.25953697,20.88182144,25.95473541,GENERALIST
K01474,26.25159,25.40986941,23.2606868,26.02583058,GENERALIST
K01480,26.66011504,24.4666011,21.37485078,25.98820702,GENERALIST
K01485,26.44877956,24.08137011,20.50911422,26.01802882,GENERALIST
K01494,26.05501527,24.52864656,21.69090424,25.97560617,GENERALIST
K01502,25.83867957,22.26924854,17.71562535,25.74061487,GENERALIST
K01505,26.16903035,23.1945685,19.00045442,25.88638813,GENERALIST
K01523,26.48424084,22.70562663,18.24776688,25.85183232,GENERALIST
K01524,26.20850597,25.16009365,22.69894894,25.99861513,GENERALIST
K01561,26.07486369,23.87331633,20.22588145,25.93837226,GENERALIST
K01576,26.17639778,24.83012461,22.17991726,25.99042764,GENERALIST
K01577,26.73729289,23.90688813,20.35203953,25.94885695,GENERALIST
K01581,26.62968721,24.23536273,20.93643184,25.95328685,GENERALIST
K01585,26.11464363,24.34085505,20.90526645,25.94835978,GENERALIST
K01607,26.08282081,24.49337271,21.35278781,26.00084453,GENERALIST
K01610,26.05560684,24.8253339,21.68354587,26.05296697,GENERALIST
K01633,26.22955037,23.48725818,19.54465578,25.9176741,GENERALIST
K01647,26.23107201,25.45078921,23.15551399,26.00216013,GENERALIST
K01649,26.34124503,25.45379055,23.34719008,26.08162772,GENERALIST
K01652,26.67495273,25.69573312,24.51776514,26.00219804,GENERALIST
K01653,26.49273351,23.99247423,20.31325788,25.9640284,GENERALIST
K01662,26.00980722,25.09087364,22.56537858,26.00937013,GENERALIST
K01665,26.05916497,23.79374059,20.08264034,25.95141017,GENERALIST
K01674,25.78252227,21.7895408,17.13797014,25.59563962,GENERALIST
K01676,26.63607728,24.25395028,21.00174222,25.97843894,GENERALIST
K01679,26.2153184,24.88801634,21.9357487,25.99919999,GENERALIST
K01683,25.996813,21.08462925,16.37661503,25.23925065,GENERALIST
K01687,26.13497295,25.37234659,23.46443675,26.04170108,GENERALIST
K01703,26.39135671,25.11738533,22.5311887,25.99660992,GENERALIST
K01704,26.61186028,24.39246846,21.45611128,25.94099124,GENERALIST
K01724,25.94601342,23.84663344,19.84245492,25.94585139,GENERALIST
K01725,25.76028557,22.37551888,18.13041021,25.7476359,GENERALIST
K01768,26.27819544,25.71975818,24.44936591,25.98852762,GENERALIST
K01777,25.96636948,23.53984915,19.37700109,25.92427525,GENERALIST
K01781,26.73117021,23.40038086,19.52640788,25.91961695,GENERALIST
K01795,25.78235726,21.85196172,17.45006261,25.71057318,GENERALIST
K01799,26.04833892,23.6949864,19.96435227,25.91965931,GENERALIST
K01800,26.02339638,23.00297694,18.90924084,25.8624379,GENERALIST
K01816,26.18028054,23.59924941,19.93596786,25.9254498,GENERALIST
K01817,26.20996194,24.48373964,21.10445549,25.99638985,GENERALIST
K01821,26.10656035,22.74934175,18.23863806,25.88274127,GENERALIST
K01822,26.14356645,22.02391072,17.67015659,25.51393877,GENERALIST
K01829,26.66162381,21.88935558,17.29898077,25.55232527,GENERALIST
K01841,26.17099072,22.8722206,18.29963352,25.93288722,GENERALIST
K01843,26.85331886,24.24391261,21.00860891,25.9806616,GENERALIST
K01847,26.82480693,24.90061254,22.25124852,26.01225417,GENERALIST
K01854,26.10001372,23.84741017,20.09160926,25.95579268,GENERALIST
K01858,26.47365952,25.12755187,22.71526624,25.99023,GENERALIST
K01868,26.10789578,25.36400688,23.19147119,26.0450974,GENERALIST
K01878,26.0679399,24.00818466,20.2151193,25.97430613,GENERALIST
K01880,26.13573951,24.79890503,21.7454717,26.01945201,GENERALIST
K01886,26.3425133,24.40894375,21.13019222,25.97564917,GENERALIST
K01895,26.02455706,25.65965692,24.21623682,26.02331355,GENERALIST
K01897,26.15266016,25.67824353,24.21591443,26.03355042,GENERALIST
K01899,23.70821053,18.82119746,13.98862303,23.11785359,GENERALIST
K01902,26.42345087,24.91716618,22.11238765,26.04436779,GENERALIST
K01903,26.4729231,25.15951915,22.85139441,26.02551851,GENERALIST
K01912,26.18446583,24.99348923,22.33362773,25.98659335,GENERALIST
K01915,26.57461267,25.72627578,24.66447777,26.00085762,GENERALIST
K01919,26.14112452,23.99836812,20.50860543,25.95213955,GENERALIST
K01920,26.20183933,23.67708544,19.81349585,25.9673538,GENERALIST
K01921,26.05851109,25.22578966,22.76788586,26.04469193,GENERALIST
K01926,25.97439122,24.11595334,20.64768842,25.94989574,GENERALIST
K01937,26.40604032,25.37110793,23.07384406,26.05317118,GENERALIST
K01938,26.56870041,24.86262032,21.93187625,26.08363541,GENERALIST
K01955,26.33710121,25.62759369,24.06653517,26.03036757,GENERALIST
K01963,26.30021633,24.29858144,21.10626805,25.96068157,GENERALIST
K01965,26.15276698,24.11760977,20.64797818,26.00955089,GENERALIST
K01966,26.20686721,25.26330795,22.93551442,26.03589386,GENERALIST
K01995,26.35345318,25.64279889,24.12614103,25.99998687,GENERALIST
K01996,26.33375831,25.55493641,23.69470201,26.01240767,GENERALIST
K01997,26.51045324,25.74585302,24.72657943,26.00962214,GENERALIST
K01998,26.42618725,25.69208715,24.34687784,26.03960213,GENERALIST
K01999,26.56172452,25.78320188,25.1074189,25.99072055,GENERALIST
K02010,26.52649736,24.81268686,21.99073245,26.02626957,GENERALIST
K02011,26.21533924,25.33895085,23.29687867,26.05992006,GENERALIST
K02020,26.46084188,24.73791581,21.94275932,26.00689892,GENERALIST
K02021,26.31203179,23.83813059,20.37249554,25.97714181,GENERALIST
K02025,26.24512675,25.58690153,23.89259226,26.05513972,GENERALIST
K02028,26.11054617,24.79973278,21.91856503,25.99422813,GENERALIST
K02029,26.19340001,24.97840532,22.17371245,26.01620194,GENERALIST
K02030,26.5541104,25.35416999,23.23871842,26.0610142,GENERALIST
K02033,26.04049129,25.66456642,24.25492799,25.99483608,GENERALIST
K02034,26.02152211,25.60865371,23.99696847,26.00518852,GENERALIST
K02035,26.50700772,25.80433682,25.29885542,25.95349253,GENERALIST
K02041,26.61548088,22.69840267,18.19797148,25.84639303,GENERALIST
K02042,26.21300847,23.17438905,19.01938797,25.9106327,GENERALIST
K02044,26.40638564,23.38892605,19.56459048,25.93968226,GENERALIST
K02045,26.10980421,24.2707302,20.88210431,25.96054066,GENERALIST
K02046,26.39623452,24.01287095,20.40719542,25.94544878,GENERALIST
K02047,26.16918331,24.09125564,20.83578502,25.97441793,GENERALIST
K02048,26.32056505,24.42113654,21.1479138,26.03419845,GENERALIST
K02049,26.62493372,25.47348344,23.43445028,26.02886361,GENERALIST
K02050,26.46660622,25.56306735,23.87786728,26.06609115,GENERALIST
K02051,26.84278093,25.73371355,24.67414104,26.00141915,GENERALIST
K02052,26.34452291,24.95011498,22.11348569,26.09826412,GENERALIST
K02053,26.42791403,24.72794566,21.53846069,25.98662969,GENERALIST
K02054,26.60638771,24.56686702,21.36271048,25.9876256,GENERALIST
K02055,26.6149337,25.17910482,22.84804679,26.05907394,GENERALIST
K02062,25.30613431,21.4851208,17.11454972,25.18170217,GENERALIST
K02075,26.29527785,23.98739835,20.55425924,25.90977098,GENERALIST
K02077,26.73061414,23.91252088,20.10040583,25.95022466,GENERALIST
K02078,26.2587245,24.02304362,20.73429835,25.9399804,GENERALIST
K02108,26.12536326,24.74203863,21.73947931,26.02420905,GENERALIST
K02110,26.20890743,23.73081921,19.90650861,25.93928208,GENERALIST
K02111,26.73792539,25.47258716,23.63819786,26.02105205,GENERALIST
K02112,26.87239653,25.43382185,23.34842334,26.05550916,GENERALIST
K02113,26.20642848,24.13939482,20.7408411,25.95356691,GENERALIST
K02115,26.22301456,24.82660619,22.06739219,25.99627259,GENERALIST
K02132,25.69336151,20.8115501,16.29596089,24.56374666,GENERALIST
K02227,25.96744675,23.02658957,18.91331138,25.90553476,GENERALIST
K02230,26.36002676,24.26278534,20.74408595,25.97736928,GENERALIST
K02233,26.05202963,23.01802426,18.68525705,25.85637359,GENERALIST
K02258,26.24373373,22.97063695,18.66761914,25.88475363,GENERALIST
K02279,26.8926965,24.48455437,21.34774749,25.94893611,GENERALIST
K02282,26.49959465,24.87818354,21.86727746,26.05048319,GENERALIST
K02283,26.54622871,25.26629568,22.86190545,26.04750904,GENERALIST
K02305,26.11399293,22.32940241,17.98818854,25.82009856,GENERALIST
K02337,26.29482868,25.70628806,24.53186699,26.00661073,GENERALIST
K02355,26.60060429,25.72509821,24.57924975,26.0102636,GENERALIST
K02356,26.06770527,24.49673944,21.33531016,25.9589369,GENERALIST
K02357,26.13432894,24.55171357,21.3575667,25.99099174,GENERALIST
K02358,27.19910073,25.61518992,24.19495902,26.01557218,GENERALIST
K02372,25.95316836,23.80488324,19.69333758,25.93602727,GENERALIST
K02377,26.10218294,23.95634186,20.15244056,25.95246822,GENERALIST
K02380,26.13292539,22.61846495,18.21824043,25.82750629,GENERALIST
K02469,26.36289877,25.61998042,24.0535613,26.06405412,GENERALIST
K02470,26.30354918,25.5593989,23.7889435,26.03604993,GENERALIST
K02471,26.76188506,24.58249496,21.70359932,25.97181164,GENERALIST
K02481,26.23914622,24.87046383,22.04219069,26.00114387,GENERALIST
K02488,26.21021449,23.74974475,20.01492432,25.92616388,GENERALIST
K02499,26.31651277,23.13034048,18.83483131,25.92901493,GENERALIST
K02502,26.65650604,23.58289247,19.85451855,25.90783485,GENERALIST
K02509,26.00492921,22.6433144,18.00063502,25.8619096,GENERALIST
K02510,27.04589216,23.96120465,20.508402,25.93940507,GENERALIST
K02518,26.6646619,24.09250015,20.72886124,25.95162554,GENERALIST
K02519,26.32762306,25.46520497,23.45109607,26.0380819,GENERALIST
K02520,26.4520742,24.74935775,22.01296206,26.07738094,GENERALIST
K02525,24.61010731,19.90726055,14.98481019,23.85266596,GENERALIST
K02532,26.14663769,21.2766573,16.95054695,25.2495122,GENERALIST
K02584,26.09221561,24.56162132,21.37554494,25.97152788,GENERALIST
K02600,26.43873721,25.29220861,22.83866604,26.03874395,GENERALIST
K02601,26.71844378,24.74627061,21.73458986,25.9755296,GENERALIST
K02636,26.38695442,22.76085903,18.2717659,25.86508322,GENERALIST
K02650,26.11976298,23.29365071,19.64504875,25.91567664,GENERALIST
K02651,26.41953361,23.18161632,19.07297346,25.91493028,GENERALIST
K02669,26.07808549,25.28812289,23.02387295,26.04556921,GENERALIST
K02742,24.88692585,20.47262835,15.71389415,24.58809634,GENERALIST
K02778,24.91563862,21.29311147,16.45512974,24.84209317,GENERALIST
K02793,26.67921523,22.66780969,18.58766087,25.84249039,GENERALIST
K02805,26.09175426,22.47749428,17.90304901,25.77533013,GENERALIST
K02836,26.10928432,24.9211214,22.10241924,25.99811372,GENERALIST
K02838,26.07057709,24.39239637,21.22138846,25.9770914,GENERALIST
K02849,26.14061588,22.64722769,18.58094221,25.85244888,GENERALIST
K02863,26.4211891,24.73453839,21.68913974,25.97228128,GENERALIST
K02864,26.16716036,24.28368652,20.84931362,26.01017481,GENERALIST
K02867,26.52472796,24.27907093,21.05306436,25.95566866,GENERALIST
K02871,26.1878574,24.29922338,20.53375344,25.95464904,GENERALIST
K02874,26.94095229,24.4050381,21.33155388,26.00974375,GENERALIST
K02876,26.43163474,24.23538326,20.49499908,25.99325412,GENERALIST
K02878,26.9329267,24.36947974,20.87841355,25.97512891,GENERALIST
K02879,26.39860891,24.13200018,20.66716727,25.95103951,GENERALIST
K02881,26.40598343,23.92102995,20.47787628,25.95176269,GENERALIST
K02884,26.26310186,24.12591974,20.59544438,25.97354348,GENERALIST
K02886,26.68779644,25.02789053,22.46396514,25.99317473,GENERALIST
K02887,26.62299539,24.15203605,20.72859872,25.95529381,GENERALIST
K02888,26.22002496,23.91615888,20.64480444,25.94025017,GENERALIST
K02890,26.40242223,24.07602624,20.43035435,25.99507381,GENERALIST
K02892,26.61516762,23.95796027,20.2084177,25.94336655,GENERALIST
K02895,26.26770021,24.00441451,20.38325743,25.95436969,GENERALIST
K02899,26.51161207,23.59973486,19.75725855,25.95130963,GENERALIST
K02902,26.26255205,23.20481021,19.01221925,25.92879533,GENERALIST
K02904,26.31279613,23.49184855,19.36374261,25.92597703,GENERALIST
K02906,26.49981482,24.70805178,21.47006914,26.00099513,GENERALIST
K02909,26.34754075,23.59400631,19.40653066,25.93361892,GENERALIST
K02911,26.56707612,22.77772174,18.40369419,25.86561712,GENERALIST
K02913,26.8131965,23.2841346,19.25276753,25.90693989,GENERALIST
K02916,26.62599785,23.17984531,19.29390258,25.87847939,GENERALIST
K02919,26.99856796,22.3564534,18.05675397,25.87584219,GENERALIST
K02926,26.25926592,24.49672415,21.14141627,25.97165124,GENERALIST
K02931,26.69821595,24.8121543,22.02985222,25.96989542,GENERALIST
K02933,26.43095237,24.52776422,21.4814759,26.02629747,GENERALIST
K02935,26.85028818,23.98991882,20.44288883,25.96119828,GENERALIST
K02939,26.05315672,24.14515026,20.7504362,25.94791776,GENERALIST
K02945,26.92534395,25.52486409,23.62429142,26.01930717,GENERALIST
K02946,27.10583633,24.31112086,21.20490369,25.97411168,GENERALIST
K02948,26.8977435,24.34349853,20.9710749,26.01267994,GENERALIST
K02950,26.92684809,24.33698657,20.8454162,25.98272673,GENERALIST
K02952,26.69012601,24.21872239,21.01516228,25.93809579,GENERALIST
K02954,26.59544811,23.53991424,19.81195123,25.96154232,GENERALIST
K02956,26.39190556,23.71417746,20.38718344,25.93340825,GENERALIST
K02959,26.45114761,23.70681721,20.37768937,25.9172255,GENERALIST
K02961,26.28440249,23.99802862,20.78206731,25.93965151,GENERALIST
K02963,26.41995641,23.72566558,19.90332039,25.89476409,GENERALIST
K02965,26.90197477,24.07578749,20.20738923,25.96216154,GENERALIST
K02967,26.49958014,24.8314374,21.87675476,26.01757477,GENERALIST
K02968,26.14171798,23.44112129,19.51656995,25.94546891,GENERALIST
K02970,26.68711764,23.37669015,19.26011978,25.91743152,GENERALIST
K02982,26.98181348,25.00662434,22.7785029,26.01994511,GENERALIST
K02986,26.72054913,24.76594193,21.63500373,26.00606314,GENERALIST
K02988,26.19840867,24.5275485,21.37773069,25.97494365,GENERALIST
K02990,26.33059202,24.0399084,20.28921004,25.94922371,GENERALIST
K02992,26.97928211,24.43024788,21.04765415,25.96816818,GENERALIST
K02994,26.77203831,24.30863585,21.00798172,25.97884818,GENERALIST
K02996,26.18592532,24.04083594,20.35304474,25.93912692,GENERALIST
K03040,26.93564582,25.25171747,22.85879234,26.06576629,GENERALIST
K03043,27.16192882,25.7805455,25.0098777,26.00157801,GENERALIST
K03046,27.13045833,25.79375376,25.25886613,25.97313343,GENERALIST
K03060,26.19059569,23.48510498,19.67159256,25.92485441,GENERALIST
K03070,26.57618979,25.62585835,24.09761998,25.99832155,GENERALIST
K03073,25.92325502,23.34826579,19.68405446,25.91722633,GENERALIST
K03076,26.44435069,25.34124442,23.29156193,26.02606418,GENERALIST
K03079,25.85868037,22.32411052,18.17196661,25.7956664,GENERALIST
K03086,26.44499396,25.69969598,24.53366949,25.99245234,GENERALIST
K03092,26.02075919,24.80872582,21.8112107,26.00803047,GENERALIST
K03106,26.17333366,25.16771451,22.85468449,26.02348926,GENERALIST
K03113,26.5210164,21.62637874,17.18290224,25.60563031,GENERALIST
K03119,26.60809969,24.19534822,20.69217387,25.96403258,GENERALIST
K03147,26.54757362,24.8790393,22.02746999,26.04772495,GENERALIST
K03168,26.30425248,25.56361994,23.61844776,26.01241623,GENERALIST
K03182,26.21319665,25.2520779,22.83111622,25.9952999,GENERALIST
K03187,26.72838848,22.03147341,17.48234165,25.63182773,GENERALIST
K03188,27.06027876,22.40762948,18.12567744,25.78774456,GENERALIST
K03189,26.85363757,22.8152323,18.56504285,25.848309,GENERALIST
K03190,26.44089228,22.69929624,18.27363443,25.89267899,GENERALIST
K03210,25.94258573,23.62020251,19.72247797,25.93145051,GENERALIST
K03296,26.47649544,25.69500258,24.40108915,26.02230654,GENERALIST
K03301,26.11465164,24.1769762,20.64273804,25.9881911,GENERALIST
K03309,25.90826174,22.90106367,18.11457864,25.88155032,GENERALIST
K03317,26.12783388,23.52869533,19.82344662,25.90272227,GENERALIST
K03319,26.32367053,23.11482849,19.14200384,25.9311087,GENERALIST
K03320,26.42578298,25.3835119,23.29650781,26.05858735,GENERALIST
K03381,26.05912383,23.45180783,19.80190182,25.88268071,GENERALIST
K03383,26.24474541,22.69593715,18.45214081,25.83772091,GENERALIST
K03386,26.15132239,24.58722198,21.50590399,26.04387119,GENERALIST
K03392,26.75001169,24.8307257,22.14466007,26.00584565,GENERALIST
K03453,25.94214023,23.35051665,19.27960779,25.92976091,GENERALIST
K03455,26.0881336,24.84708489,21.99619451,26.01943536,GENERALIST
K03518,26.33480347,25.07281501,22.56359021,26.01259961,GENERALIST
K03519,26.19856891,25.14913524,22.65130946,26.04159539,GENERALIST
K03520,26.54943135,25.75722934,24.87306764,26.00546631,GENERALIST
K03523,26.23596159,23.04402088,18.90347448,25.90673105,GENERALIST
K03524,26.16017854,24.75684287,21.66756468,26.02706351,GENERALIST
K03526,26.15850715,25.0583732,22.27923444,26.04264123,GENERALIST
K03530,26.4581784,23.97134978,20.33011884,25.95525289,GENERALIST
K03531,26.65639241,25.11324873,22.56117247,26.04377027,GENERALIST
K03536,26.11577468,23.50655586,19.76051641,25.95295771,GENERALIST
K03544,27.03600888,25.38029535,23.34175567,26.03083123,GENERALIST
K03553,26.63319766,25.20390844,22.91279051,26.00082666,GENERALIST
K03569,26.83978353,25.28450924,23.00655745,26.03458897,GENERALIST
K03590,26.0712609,24.51963699,21.54709647,25.99023995,GENERALIST
K03593,26.03505614,24.9355673,22.08919567,26.01723203,GENERALIST
K03596,26.42307526,25.42484431,23.4331235,26.0303768,GENERALIST
K03628,26.89208639,25.25006707,22.89098933,26.00256448,GENERALIST
K03638,26.61439135,23.03156783,18.84558101,25.8999264,GENERALIST
K03642,26.42448641,24.50532286,21.12868821,25.99904675,GENERALIST
K03643,26.09291723,22.81097809,18.7522271,25.90372488,GENERALIST
K03669,26.30362961,23.6763728,19.98064021,25.94322444,GENERALIST
