,observed,mean.simulated,lowCI,uppCI,sign
K01794,1,1.941,1,2,NON SIGNIFICANT
K01796,25.33774367,23.51984862,19.65864311,25.91294701,NON SIGNIFICANT
K01801,21.75649705,21.91450195,17.20625482,25.64615278,NON SIGNIFICANT
K01802,25.84112888,24.97931502,22.47780142,25.99789557,NON SIGNIFICANT
K01803,25.31245562,24.36606278,21.26234865,25.98686669,NON SIGNIFICANT
K01804,21.3845311,23.58982752,19.97167261,25.90362271,NON SIGNIFICANT
K01805,25.06283249,24.30115137,20.99163365,25.96671268,NON SIGNIFICANT
K01807,24.28938606,23.43098289,19.54088052,25.90191165,NON SIGNIFICANT
K01808,25.7576516,23.85713531,20.19477539,25.97055338,NON SIGNIFICANT
K01809,22.88782859,23.77705064,19.98349003,25.92401237,NON SIGNIFICANT
K01810,24.96001552,25.15699537,22.67071965,26.03837022,NON SIGNIFICANT
K01812,21.9269016,23.23017063,19.06736119,25.92014397,NON SIGNIFICANT
K01813,19.42090345,20.88312749,16.15893743,24.78076371,NON SIGNIFICANT
K01814,24.41312192,24.30504282,21.09022619,25.9632554,NON SIGNIFICANT
K01819,13.45541401,16.99552187,12.31423446,21.23249275,NON SIGNIFICANT
K01820,25.3850492,23.49573151,19.72452757,25.94048193,NON SIGNIFICANT
K01823,24.86780448,22.67101307,18.75475065,25.87880331,NON SIGNIFICANT
K01825,24.64356204,20.95034872,15.93224243,25.07020587,NON SIGNIFICANT
K01826,25.53731524,23.1046995,19.16796619,25.9265295,NON SIGNIFICANT
K01832,16.11440032,20.74024142,16.02716702,24.80016643,NON SIGNIFICANT
K01834,25.09167937,24.07671513,20.61308411,25.96956765,NON SIGNIFICANT
K01835,25.62234353,24.68203379,21.81707475,25.99380242,NON SIGNIFICANT
K01836,8.333333333,10.13368358,6.451612903,14.28571429,NON SIGNIFICANT
K01838,20.05126209,23.42905245,19.47855371,25.94396607,NON SIGNIFICANT
K01839,24.92351458,24.12127767,20.85073125,25.93941193,NON SIGNIFICANT
K01840,25.31348194,24.85047781,21.91116249,25.96805837,NON SIGNIFICANT
K01844,24.18954875,23.05928006,18.82274404,25.90429214,NON SIGNIFICANT
K01845,25.60247723,25.35194332,23.17197658,26.04593592,NON SIGNIFICANT
K01846,21.6537449,20.28463395,15.71573435,24.41822449,NON SIGNIFICANT
K01848,25.555726,25.45113766,23.33187031,26.00621594,NON SIGNIFICANT
K01849,25.44290998,23.64097518,19.76715021,25.95727384,NON SIGNIFICANT
K01851,18.65934898,18.94784542,14.47483551,23.53750663,NON SIGNIFICANT
K01852,21.63903918,21.08634889,16.50214265,25.02429558,NON SIGNIFICANT
K01856,25.53994,22.94013438,18.37347525,25.90857162,NON SIGNIFICANT
K01857,23.16514787,23.7073293,19.73185159,25.9348578,NON SIGNIFICANT
K01860,18.2440115,18.63706235,13.78410017,22.64118116,NON SIGNIFICANT
K01865,19.50079503,20.75645097,15.87038743,25.01834074,NON SIGNIFICANT
K01866,25.63787978,24.97440382,22.12232212,26.00007999,NON SIGNIFICANT
K01867,25.46371229,24.92305647,22.11910337,26.0136011,NON SIGNIFICANT
K01869,25.98460985,25.52187177,23.72269009,26.05577301,NON SIGNIFICANT
K01870,25.92710111,25.5089259,23.57177457,26.02438362,NON SIGNIFICANT
K01872,25.7178849,25.43595495,23.46028902,26.02760032,NON SIGNIFICANT
K01873,25.69214483,25.46276695,23.51782128,26.00227699,NON SIGNIFICANT
K01874,25.58683589,25.26376897,22.88297488,26.03064087,NON SIGNIFICANT
K01875,25.63307017,24.91122263,22.25186514,26.01931533,NON SIGNIFICANT
K01876,25.97726923,25.23020721,22.93244891,26.02018504,NON SIGNIFICANT
K01879,24.64801036,24.44311806,20.93563902,25.9922089,NON SIGNIFICANT
K01881,25.70916413,25.14680747,22.7877248,26.0270659,NON SIGNIFICANT
K01883,25.38070068,25.13142859,22.57237635,25.99303685,NON SIGNIFICANT
K01884,24.61708634,21.6531284,17.29137864,25.37142757,NON SIGNIFICANT
K01885,25.34084278,25.18796689,22.71577131,26.04295678,NON SIGNIFICANT
K01887,25.25718987,25.1374072,22.74292167,26.03146093,NON SIGNIFICANT
K01889,25.94153203,24.89680653,22.26753059,26.05957009,NON SIGNIFICANT
K01890,25.22229136,25.22055828,22.98942904,26.00766616,NON SIGNIFICANT
K01892,25.52698642,24.85685896,21.98025768,26.01773399,NON SIGNIFICANT
K01893,24.41212363,23.94881629,20.2515569,25.94221163,NON SIGNIFICANT
K01894,24.76852122,22.91872413,18.89916238,25.88554372,NON SIGNIFICANT
K01896,16.5218042,19.43794611,14.41093393,23.70215629,NON SIGNIFICANT
K01904,23.94541622,21.8039385,16.94989614,25.61054841,NON SIGNIFICANT
K01905,24.35864653,24.20126242,20.88541547,25.95896684,NON SIGNIFICANT
K01907,24.40019702,24.60934227,21.55515145,25.98733057,NON SIGNIFICANT
K01908,25.68775669,24.0335979,20.74971287,25.96977334,NON SIGNIFICANT
K01911,23.98748169,23.06783209,19.0188889,25.85863109,NON SIGNIFICANT
K01914,19.7326724,21.41882389,16.7806563,25.29727177,NON SIGNIFICANT
K01916,24.90187342,24.49388268,21.08333933,26.00530377,NON SIGNIFICANT
K01918,24.87217569,24.25148266,21.09329115,25.95147404,NON SIGNIFICANT
K01922,20.52166263,19.02426033,14.3335305,23.20068637,NON SIGNIFICANT
K01923,25.55123984,24.75502233,21.89248927,25.99941161,NON SIGNIFICANT
K01924,25.48405256,24.87816527,21.89949593,26.01246972,NON SIGNIFICANT
K01925,25.43341402,24.84767787,21.80688769,26.05302779,NON SIGNIFICANT
K01928,25.49443261,25.12347923,22.52703767,26.03910839,NON SIGNIFICANT
K01929,24.73126579,24.58508954,21.53364733,26.01948959,NON SIGNIFICANT
K01930,18.52192016,18.33350981,13.56176913,22.62257401,NON SIGNIFICANT
K01932,22.8444183,22.99016219,18.74394854,25.87571423,NON SIGNIFICANT
K01933,25.43344114,24.61792799,21.47439877,26.0129765,NON SIGNIFICANT
K01934,24.72217445,23.59263853,19.89324298,25.94089134,NON SIGNIFICANT
K01935,25.04514326,23.1285156,19.00614475,25.90038451,NON SIGNIFICANT
K01939,25.49381536,25.05130759,22.56581994,26.00919519,NON SIGNIFICANT
K01940,25.97441116,24.96817708,22.34813904,26.02636522,NON SIGNIFICANT
K01941,22.41427881,23.00547151,19.09987192,25.86738382,NON SIGNIFICANT
K01945,25.0665856,24.76421264,21.75254142,25.98079851,NON SIGNIFICANT
K01947,20.01208927,19.96603433,15.08617212,24.20650031,NON SIGNIFICANT
K01949,23.49748525,21.36040675,16.52906049,25.29109334,NON SIGNIFICANT
K01950,25.08452196,24.55425692,21.06784493,25.9739941,NON SIGNIFICANT
K01951,25.91111408,25.27106613,22.845766,26.01785458,NON SIGNIFICANT
K01952,25.5731882,25.51215378,23.76187848,26.03986768,NON SIGNIFICANT
K01953,24.53680954,25.51875723,23.58544063,26.02997274,NON SIGNIFICANT
K01954,21.55930341,19.90598954,15.40208354,24.09724032,NON SIGNIFICANT
K01956,25.75089039,24.8182255,21.92295142,25.98442042,NON SIGNIFICANT
K01958,25.59620243,23.93376332,20.6021701,25.97486574,NON SIGNIFICANT
K01959,25.17448306,23.03162519,19.14418914,25.91861106,NON SIGNIFICANT
K01960,24.32193337,22.36487805,18.06235451,25.74995105,NON SIGNIFICANT
K01961,24.94917602,25.02981955,22.494876,26.02219308,NON SIGNIFICANT
K01962,25.72913145,24.65666815,21.48567735,25.98160142,NON SIGNIFICANT
K01968,24.27361278,24.06088057,20.62792577,25.94204247,NON SIGNIFICANT
K01969,25.67211199,24.8238885,22.12722356,26.01487079,NON SIGNIFICANT
K01971,25.91742093,25.55156526,23.89552309,26.01106337,NON SIGNIFICANT
K01972,25.4269566,25.34767913,23.241277,26.05600401,NON SIGNIFICANT
K01974,21.64065354,21.45468838,17.07286032,25.30431271,NON SIGNIFICANT
K01975,25.05949273,23.7355171,19.89731624,25.95359513,NON SIGNIFICANT
K01989,24.47956597,25.68897109,24.29032221,25.98919919,NON SIGNIFICANT
K01991,21.79943958,24.43845514,21.14205043,25.96254606,NON SIGNIFICANT
K01992,25.19055621,25.77471219,25.00641956,25.97085113,NON SIGNIFICANT
K01993,25.49643827,24.30018463,21.03452307,25.97360178,NON SIGNIFICANT
K02000,25.41896136,23.40722403,19.60938154,25.91445553,NON SIGNIFICANT
K02001,25.18600562,23.56448003,19.84759855,25.95674057,NON SIGNIFICANT
K02002,25.08001123,23.1542166,19.15603416,25.93983943,NON SIGNIFICANT
K02003,25.01298686,25.50823647,23.40775779,26.03023959,NON SIGNIFICANT
K02005,24.66184891,25.05669341,22.46296346,26.02660858,NON SIGNIFICANT
K02006,23.58582018,22.19620075,17.99483874,25.83252093,NON SIGNIFICANT
K02007,24.00621803,22.06513737,17.42065835,25.7334029,NON SIGNIFICANT
K02008,22.33375118,21.89853459,17.52501184,25.6473574,NON SIGNIFICANT
K02009,20.63533315,20.67377984,16.0685396,24.87987797,NON SIGNIFICANT
K02012,25.9974646,25.24311405,22.95698028,26.03419685,NON SIGNIFICANT
K02013,25.30561677,24.09431555,20.61834814,25.93340003,NON SIGNIFICANT
K02015,25.47453284,24.15670225,20.6945109,25.94630746,NON SIGNIFICANT
K02016,25.82244262,24.73182393,21.66134965,26.0233642,NON SIGNIFICANT
K02017,25.29265759,24.29479223,21.13778221,26.0069025,NON SIGNIFICANT
K02018,25.27385211,24.02874848,20.41408623,25.97418279,NON SIGNIFICANT
K02019,25.18540784,22.27334121,17.79351217,25.7439703,NON SIGNIFICANT
K02022,25.85909949,23.87745156,20.26625734,25.95596819,NON SIGNIFICANT
K02024,24.13886105,21.69783322,16.4713441,25.66311958,NON SIGNIFICANT
K02026,25.7383652,25.53345907,23.84519219,26.03804541,NON SIGNIFICANT
K02027,25.6463058,25.66260568,24.1565244,25.9909443,NON SIGNIFICANT
K02031,25.20233109,25.62042332,24.18941795,26.03091061,NON SIGNIFICANT
K02032,24.99458498,25.2550968,22.9903438,25.99661013,NON SIGNIFICANT
K02036,25.9319665,24.737473,21.91645172,26.02319768,NON SIGNIFICANT
K02037,25.67795261,24.76174396,21.96871711,26.00380054,NON SIGNIFICANT
K02038,25.6908966,24.58747773,21.77278349,25.97961754,NON SIGNIFICANT
K02039,25.8576357,24.70639468,21.8389092,25.99640576,NON SIGNIFICANT
K02040,25.29543599,24.98596189,22.08439513,26.00722178,NON SIGNIFICANT
K02043,21.22655162,21.31495199,16.84137668,25.54356069,NON SIGNIFICANT
K02056,24.89557469,25.21657578,22.70357108,26.08242214,NON SIGNIFICANT
K02057,25.07356148,25.38176179,23.43902186,26.01964739,NON SIGNIFICANT
K02058,25.70982491,24.72039311,21.85535833,25.9866945,NON SIGNIFICANT
K02063,19.65473867,20.84540398,16.13610898,24.89391256,NON SIGNIFICANT
K02064,21.4409827,22.71688704,18.59777522,25.85523898,NON SIGNIFICANT
K02065,25.74854781,24.83347135,22.0618646,25.98947399,NON SIGNIFICANT
K02066,25.70246171,25.09727538,22.63323327,26.05223085,NON SIGNIFICANT
K02067,24.35819263,25.13672163,22.71436845,26.05414615,NON SIGNIFICANT
K02068,21.68848251,20.68564944,15.72560591,24.85664638,NON SIGNIFICANT
K02069,23.89756633,22.51043134,17.87014542,25.82288904,NON SIGNIFICANT
K02071,24.22939275,21.76316932,17.3929973,25.47059497,NON SIGNIFICANT
K02072,17.17813618,20.88419409,16.30296122,24.6430414,NON SIGNIFICANT
K02073,22.76829364,21.84058613,17.59841469,25.61232467,NON SIGNIFICANT
K02074,25.26487274,23.34474411,19.02783446,25.89800326,NON SIGNIFICANT
K02076,22.22692715,20.52611305,15.72952533,24.75126738,NON SIGNIFICANT
K02080,17.98413941,19.75108967,15.00682685,24.15434537,NON SIGNIFICANT
K02081,21.15502085,23.0776907,18.75043523,25.89915084,NON SIGNIFICANT
K02083,24.62882171,23.86811101,20.07148778,25.98822421,NON SIGNIFICANT
K02094,6.230769231,9.661974886,6.230769231,13.5,NON SIGNIFICANT
K02099,20.00313943,21.39394984,16.61194817,25.4111833,NON SIGNIFICANT
K02100,17.35434092,21.61425131,16.99647962,25.63302491,NON SIGNIFICANT
K02101,15.80090868,18.85231466,14.29062589,23.07781141,NON SIGNIFICANT
K02103,21.27000713,22.31331307,18.01029333,25.70289375,NON SIGNIFICANT
K02106,22.38280836,22.47461224,18.07403834,25.83912465,NON SIGNIFICANT
K02109,25.51686488,24.4855956,21.19932311,25.92842017,NON SIGNIFICANT
K02114,24.98691989,23.4525409,19.69724807,25.90142808,NON SIGNIFICANT
K02116,25.7008404,22.74853051,18.09466347,25.84599805,NON SIGNIFICANT
K02117,20.46738258,22.27740146,17.7589502,25.67893281,NON SIGNIFICANT
K02118,19.69792891,22.09039063,17.52824443,25.7369629,NON SIGNIFICANT
K02119,16.63428243,21.08624653,16.20191468,25.1080841,NON SIGNIFICANT
K02120,17.7862785,20.75962659,15.70280212,24.86292428,NON SIGNIFICANT
K02123,18.53986251,21.92524547,17.38428424,25.67521846,NON SIGNIFICANT
K02133,21.69313812,19.71204303,14.54324724,23.91462197,NON SIGNIFICANT
K02136,6.4,9.150520721,5.818181818,12.8,NON SIGNIFICANT
K02137,20.79641662,19.8541786,15.33452499,24.12674377,NON SIGNIFICANT
K02154,1,1,1,1,NON SIGNIFICANT
K02160,25.31845746,23.55071889,19.77967474,25.96719783,NON SIGNIFICANT
K02164,19.12540102,21.46253587,16.60879882,25.33847922,NON SIGNIFICANT
K02167,21.06819458,21.17151591,16.3678133,25.41380346,NON SIGNIFICANT
K02168,18.60106623,20.30463327,15.54875338,24.8197831,NON SIGNIFICANT
K02169,19.65434998,22.70239059,18.34450089,25.85957199,NON SIGNIFICANT
K02170,21.35211923,21.87341957,17.44258555,25.53591963,NON SIGNIFICANT
K02171,13.12666511,17.91503443,12.99832394,22.38790047,NON SIGNIFICANT
K02172,24.38454664,22.74496049,18.18527794,25.85122911,NON SIGNIFICANT
K02173,16.81288801,20.29720092,15.64500818,24.50495991,NON SIGNIFICANT
K02182,25.06248454,23.48017549,19.42238007,25.92875645,NON SIGNIFICANT
K02183,19.6,19.46411081,14.29541761,23.90524128,NON SIGNIFICANT
K02188,24.42120078,22.23663848,17.72613796,25.76716605,NON SIGNIFICANT
K02189,23.20312267,20.7309737,16.28271464,24.60152288,NON SIGNIFICANT
K02192,20.53898243,20.57050295,15.81412461,24.69158446,NON SIGNIFICANT
K02193,25.63885256,23.1623893,19.163095,25.92159863,NON SIGNIFICANT
K02194,25.22861424,24.13959562,20.75413725,25.96195879,NON SIGNIFICANT
K02195,25.21944018,24.25688721,20.89758032,25.96986737,NON SIGNIFICANT
K02196,23.92994139,21.08703512,16.31011529,24.84702765,NON SIGNIFICANT
K02197,23.97078216,23.32360522,19.54540186,25.90110197,NON SIGNIFICANT
K02198,24.91408368,25.26755356,23.11928633,26.04290947,NON SIGNIFICANT
K02199,24.51567644,23.78614825,20.19463911,25.91433203,NON SIGNIFICANT
K02200,25.53448326,24.25934747,20.84434701,25.94754891,NON SIGNIFICANT
K02203,23.93055231,20.85274184,15.91986147,24.67537365,NON SIGNIFICANT
K02204,23.95697984,23.61820698,19.85146934,25.93855281,NON SIGNIFICANT
K02205,15.86629756,20.05625008,15.18286885,24.15286906,NON SIGNIFICANT
K02217,20.88505811,21.66855314,16.96018688,25.52451684,NON SIGNIFICANT
K02221,25.50340027,23.44124313,19.41905697,25.93197675,NON SIGNIFICANT
K02224,25.54106134,23.13661226,19.19403163,25.88647422,NON SIGNIFICANT
K02225,24.59599102,21.97542918,17.32762453,25.71814116,NON SIGNIFICANT
K02226,25.00753249,24.10437576,20.74051791,25.94152201,NON SIGNIFICANT
K02228,24.13443246,21.98424063,16.88992532,25.72065544,NON SIGNIFICANT
K02229,25.51344879,22.46026165,17.97308945,25.79006338,NON SIGNIFICANT
K02231,25.08560034,22.80110036,18.70622613,25.89015651,NON SIGNIFICANT
K02232,25.72447774,23.73287237,20.19894351,25.94282597,NON SIGNIFICANT
K02234,25.76245421,22.70675324,18.42486588,25.80101899,NON SIGNIFICANT
K02236,21.49265846,21.26036663,16.61880288,24.96902395,NON SIGNIFICANT
K02237,25.03139548,23.55322605,19.84483217,25.93837881,NON SIGNIFICANT
K02238,24.82649308,24.99497387,22.38699337,26.02322044,NON SIGNIFICANT
K02241,20.36228948,20.07382139,15.30917436,24.26940685,NON SIGNIFICANT
K02242,18.92267915,21.45430039,16.78697313,25.32288615,NON SIGNIFICANT
K02243,20.47845908,21.42541994,16.5946693,25.26436633,NON SIGNIFICANT
K02245,17.16672224,18.8987173,13.63282508,23.31482141,NON SIGNIFICANT
K02246,22.76950094,21.76687851,17.3036074,25.62207995,NON SIGNIFICANT
K02257,25.46828804,24.81087496,21.36807192,26.01668534,NON SIGNIFICANT
K02259,24.54140291,24.45933421,20.88643009,25.98816314,NON SIGNIFICANT
K02274,25.67476454,25.70292865,24.53783063,25.96930837,NON SIGNIFICANT
K02275,24.63075336,25.32335111,23.07631158,26.03271639,NON SIGNIFICANT
K02276,25.85229482,24.97547639,22.11292757,26.04171172,NON SIGNIFICANT
K02277,25.03384574,22.68239765,18.39073209,25.83963948,NON SIGNIFICANT
K02278,25.7150445,22.98091403,18.85470699,25.88879065,NON SIGNIFICANT
K02280,25.61322534,24.20041947,20.88007015,25.9594434,NON SIGNIFICANT
K02281,23.76698993,22.46919598,18.19816269,25.82330633,NON SIGNIFICANT
K02286,17.43748398,19.68612827,14.96864662,23.83702344,NON SIGNIFICANT
K02291,24.87205399,24.28059716,20.96706649,25.96356332,NON SIGNIFICANT
K02292,22.80281871,20.98195807,16.20153125,24.92439206,NON SIGNIFICANT
K02293,21.80604179,20.83227371,15.96843308,24.91424041,NON SIGNIFICANT
K02294,20.21565571,20.82005323,16.36381474,25.00886574,NON SIGNIFICANT
K02299,17.67191064,21.83735922,17.03650988,25.41526922,NON SIGNIFICANT
K02302,25.70261339,24.20425892,20.87025803,25.95180095,NON SIGNIFICANT
K02303,24.89516796,22.7220474,18.48735848,25.86332073,NON SIGNIFICANT
K02304,24.1423971,23.09157896,18.92723735,25.88602209,NON SIGNIFICANT
K02313,25.9929215,25.22442491,22.98399656,26.00830656,NON SIGNIFICANT
K02314,25.59686763,25.2545855,23.08429001,26.01441125,NON SIGNIFICANT
K02315,22.55023286,23.19560095,18.93111541,25.93081301,NON SIGNIFICANT
K02316,25.42348621,25.14130089,22.79297005,26.05635624,NON SIGNIFICANT
K02320,1,1,1,1,NON SIGNIFICANT
K02322,6.76,8.156929348,5.451612903,11.26666667,NON SIGNIFICANT
K02335,25.67214936,25.52041325,23.7127711,26.02212479,NON SIGNIFICANT
K02336,24.76469774,23.41919277,19.76234505,25.89792307,NON SIGNIFICANT
K02338,25.79115863,24.90325422,22.19734585,26.05759318,NON SIGNIFICANT
K02339,25.28930208,22.50868258,17.93042606,25.88233555,NON SIGNIFICANT
K02340,24.84344984,24.52322991,21.19943887,26.01883361,NON SIGNIFICANT
K02341,25.10930249,24.46996365,21.2650055,25.96714097,NON SIGNIFICANT
K02342,25.5459442,24.72035939,21.88641737,26.03296137,NON SIGNIFICANT
K02343,25.56469265,25.14696705,22.66602824,26.04122156,NON SIGNIFICANT
K02346,25.59072024,25.15869361,22.69336656,26.0512709,NON SIGNIFICANT
K02347,25.03469822,25.09693054,22.65465616,26.03185997,NON SIGNIFICANT
K02348,22.3420364,21.7304796,16.70710655,25.60267022,NON SIGNIFICANT
K02351,22.22094753,23.9204801,20.40296029,25.97119615,NON SIGNIFICANT
K02359,16.23412395,19.66399931,14.83367965,23.93643054,NON SIGNIFICANT
K02361,20.9946225,21.71664087,17.20062417,25.45798807,NON SIGNIFICANT
K02363,24.25043473,22.07322125,17.61865628,25.72247061,NON SIGNIFICANT
K02364,22.62974741,22.55668425,18.55967597,25.85375142,NON SIGNIFICANT
K02366,2,1.955,1,2,NON SIGNIFICANT
K02371,24.83881848,22.3477377,17.88552071,25.82236677,NON SIGNIFICANT
K02379,25.28823073,24.21525309,21.0328399,25.97014269,NON SIGNIFICANT
K02381,23.9381995,22.80651469,18.56848636,25.85330359,NON SIGNIFICANT
K02386,22.02598499,22.40410303,17.84934099,25.8031664,NON SIGNIFICANT
K02387,18.01954436,22.18197948,17.46621257,25.75495946,NON SIGNIFICANT
K02389,20.20401266,22.63205256,18.56636195,25.84088531,NON SIGNIFICANT
K02391,18.42325705,22.60827485,18.34581845,25.85897641,NON SIGNIFICANT
K02392,19.06611832,23.05719439,18.80004057,25.91126575,NON SIGNIFICANT
K02393,20.25886443,22.56186109,18.40331929,25.79007982,NON SIGNIFICANT
K02394,21.28512805,23.11480246,19.27077621,25.8856681,NON SIGNIFICANT
K02395,22.64668673,22.03502201,17.96189754,25.73286375,NON SIGNIFICANT
K02401,19.70968687,23.28670565,19.46736972,25.89876855,NON SIGNIFICANT
K02405,25.51148406,24.54900957,21.54148124,25.98633757,NON SIGNIFICANT
K02406,19.66725813,23.52786591,19.63559447,25.94790169,NON SIGNIFICANT
K02408,18.39864191,21.82959409,17.39881139,25.69339403,NON SIGNIFICANT
K02410,19.91889408,23.28790484,19.16690864,25.90106218,NON SIGNIFICANT
K02415,22.91750797,22.27311395,18.09335283,25.80593798,NON SIGNIFICANT
K02416,20.15470706,23.21454584,19.14663361,25.92000505,NON SIGNIFICANT
K02419,20.02390043,23.25396512,19.0848966,25.89824168,NON SIGNIFICANT
K02420,19.80690744,22.05833748,17.68887658,25.72887705,NON SIGNIFICANT
K02424,24.25841624,21.7426161,17.24470333,25.60335662,NON SIGNIFICANT
K02426,25.13865487,22.819636,18.67884887,25.83879376,NON SIGNIFICANT
K02427,24.78394292,22.88026483,18.51113855,25.86554229,NON SIGNIFICANT
K02428,24.62104765,24.64350726,21.41666885,25.99299486,NON SIGNIFICANT
K02431,21.79004679,21.03654636,16.28316946,24.87694625,NON SIGNIFICANT
K02433,25.6496355,25.48073476,23.40825957,26.00676803,NON SIGNIFICANT
K02434,25.39740144,25.13018641,22.37614157,26.03770174,NON SIGNIFICANT
K02435,25.79715986,23.32281945,19.19679232,25.89294011,NON SIGNIFICANT
K02437,25.56487987,23.84267113,19.75557831,25.95876336,NON SIGNIFICANT
K02439,18.40314691,20.27789401,15.6037134,24.21301377,NON SIGNIFICANT
K02440,24.47471641,24.04024789,20.19310083,25.94943796,NON SIGNIFICANT
K02441,17.70826315,19.91561207,14.69722601,24.27129152,NON SIGNIFICANT
K02444,25.57770262,22.10527996,17.62673419,25.68678351,NON SIGNIFICANT
K02445,24.76502452,23.18866712,19.31103489,25.90217477,NON SIGNIFICANT
K02446,25.70502448,24.75168983,21.94380322,26.01307032,NON SIGNIFICANT
K02448,24.22153639,23.01427213,19.005319,25.85844511,NON SIGNIFICANT
K02450,25.21991848,24.21237089,20.76442203,25.95829891,NON SIGNIFICANT
K02452,24.87236897,21.48216101,16.83689697,25.39172899,NON SIGNIFICANT
K02453,22.50591606,24.6811216,21.85850902,26.01322332,NON SIGNIFICANT
K02454,25.721537,24.89168183,22.11852156,26.00028702,NON SIGNIFICANT
K02455,25.80022564,23.88268444,20.22910907,25.92648897,NON SIGNIFICANT
K02456,23.91250034,23.55621703,19.87036734,25.93753522,NON SIGNIFICANT
K02457,24.00973348,22.10191847,17.52375434,25.75770596,NON SIGNIFICANT
K02458,17.93523824,21.64816597,17.38107862,25.49925792,NON SIGNIFICANT
K02459,23.52735973,22.26285496,18.09229766,25.81324407,NON SIGNIFICANT
K02460,21.02024129,22.78719485,18.31550198,25.85248543,NON SIGNIFICANT
K02461,20.99050889,22.7367996,18.45698576,25.86743278,NON SIGNIFICANT
K02462,20.8757503,21.64376486,17.24738799,25.60771005,NON SIGNIFICANT
K02464,24.44916489,21.16315613,16.13685219,25.20735683,NON SIGNIFICANT
K02466,18.21750052,18.50658287,13.86333573,22.81246968,NON SIGNIFICANT
K02472,25.16831092,24.24099235,21.17429382,25.96418627,NON SIGNIFICANT
K02473,21.53672715,21.10017113,16.16966622,25.40979833,NON SIGNIFICANT
K02474,25.08534715,23.44769958,19.65491364,25.8807823,NON SIGNIFICANT
K02475,20.67458081,20.99937022,16.49843047,24.92789254,NON SIGNIFICANT
K02476,23.41379195,22.52963576,18.42860324,25.8338258,NON SIGNIFICANT
K02477,22.60840734,24.02211376,20.30697627,25.93462031,NON SIGNIFICANT
K02478,21.93135765,23.61994741,19.56036966,25.94571792,NON SIGNIFICANT
K02479,25.0147266,23.96133055,20.2781422,25.93758472,NON SIGNIFICANT
K02480,22.93253254,24.25249677,20.88022107,25.93124408,NON SIGNIFICANT
K02483,25.37619799,25.32029362,23.01128434,26.00593256,NON SIGNIFICANT
K02484,23.59684507,24.79950974,21.76418413,26.00300173,NON SIGNIFICANT
K02485,24.39466609,22.16409747,17.74819433,25.75095622,NON SIGNIFICANT
K02486,21.04212065,22.58677897,18.4081835,25.85297123,NON SIGNIFICANT
K02490,24.88722828,21.10029486,16.45777086,25.17467217,NON SIGNIFICANT
K02491,21.00266171,21.56519835,17.09449394,25.43667095,NON SIGNIFICANT
K02492,24.34534619,24.59196086,21.52665792,25.97568896,NON SIGNIFICANT
K02493,24.62159875,24.43449266,21.23767018,25.96729297,NON SIGNIFICANT
K02495,15.57178608,19.14911022,14.29020795,23.48281661,NON SIGNIFICANT
K02497,22.66860229,20.95132999,16.16260446,24.79936078,NON SIGNIFICANT
K02498,25.13792548,23.32888729,19.268577,25.93425768,NON SIGNIFICANT
K02500,25.35335066,23.96274316,20.26903977,25.95185602,NON SIGNIFICANT
K02501,25.60127699,23.9761892,20.35197611,25.96195734,NON SIGNIFICANT
K02503,25.26075841,23.86285592,20.35859686,25.91706057,NON SIGNIFICANT
K02504,3,4.938842857,3,6,NON SIGNIFICANT
K02505,19.92120007,19.53510456,14.91707057,23.67900688,NON SIGNIFICANT
K02507,23.51220917,21.50583048,16.94133627,25.43946996,NON SIGNIFICANT
K02517,24.85555167,24.11261631,20.7116497,25.95845059,NON SIGNIFICANT
K02521,21.0794568,20.42905312,15.87327632,24.46421851,NON SIGNIFICANT
K02523,25.54554295,24.1306172,20.58439349,25.99348011,NON SIGNIFICANT
K02526,25.32966699,22.35386726,18.23697065,25.78348244,NON SIGNIFICANT
K02527,25.02752372,24.22371677,20.88013866,25.93538784,NON SIGNIFICANT
K02528,24.85703686,24.24153629,21.10095891,25.98824716,NON SIGNIFICANT
K02530,16.98921853,19.45235554,14.28387021,23.60011069,NON SIGNIFICANT
K02533,25.19025995,23.44552696,19.85773427,25.92588409,NON SIGNIFICANT
K02535,24.67711784,23.78708981,20.1969744,25.92673335,NON SIGNIFICANT
K02536,24.40590313,24.1444815,20.77240131,25.95667268,NON SIGNIFICANT
K02545,17.24202061,20.08918307,15.43119354,24.26291817,NON SIGNIFICANT
K02548,24.28953959,23.39028378,19.53180977,25.93218762,NON SIGNIFICANT
K02549,24.64324528,23.77161945,19.90896869,25.94688907,NON SIGNIFICANT
K02551,23.25377726,23.43422411,19.63344163,25.90775215,NON SIGNIFICANT
K02552,23.55293942,23.11857572,19.24171841,25.84792209,NON SIGNIFICANT
K02553,25.12405738,22.52232546,18.25093131,25.8417041,NON SIGNIFICANT
K02554,24.8495256,22.49105652,18.03478628,25.78193817,NON SIGNIFICANT
K02556,20.07020456,23.31605515,19.28821642,25.91066364,NON SIGNIFICANT
K02557,24.68145642,24.02886077,20.44836954,25.93756105,NON SIGNIFICANT
K02558,23.06066945,23.63875793,19.84418891,25.91268442,NON SIGNIFICANT
K02563,24.98391755,24.86938892,22.2137823,26.04726197,NON SIGNIFICANT
K02564,24.3339927,23.43661277,19.38143643,25.91953963,NON SIGNIFICANT
K02565,16.2622417,19.71386853,15.05019683,23.88467155,NON SIGNIFICANT
